merchant_key,location_key,merchant_id,merchant_name,merchant_category,merchant_size,opened_date_key
360,2,MER000360,Pizza Hut - Giza #2,Restaurants,Enterprise,20241121
361,1,MER000361,Max Fashion - Cairo #3,Fashion,Enterprise,20241227
362,7,MER000362,Gourmet Egypt - Zagazig #1,Grocery,SME,20231113
363,1,MER000363,Mo'men - Cairo #4,Restaurants,Mid-Market,20231003
364,2,MER000364,Metro Market - Giza #2,Grocery,Enterprise,20230929
365,19,MER000365,Hyper One - Fayoum #1,Grocery,Enterprise,20240717
366,2,MER000366,Buffalo Burger - Giza #1,Restaurants,Mid-Market,20230617
367,2,MER000367,Fathalla Market - Giza #1,Grocery,Mid-Market,20230320
368,2,MER000368,Gourmet Egypt - Giza #1,Grocery,SME,20240823
369,1,MER000369,Tradeline - Cairo #3,Electronics,Mid-Market,20240205
370,5,MER000370,WE - Mansoura #1,Telecom,Enterprise,20240901
371,1,MER000371,Vodafone - Cairo #4,Telecom,Enterprise,20240930
372,3,MER000372,Metro Market - Alexandria #1,Grocery,Enterprise,20230510
373,3,MER000373,Kazyon - Alexandria #2,Grocery,Enterprise,20241129
374,6,MER000374,ADNOC - Tanta #1,Fuel,Enterprise,20240225
375,3,MER000375,Cook Door - Alexandria #4,Restaurants,Mid-Market,20240906
376,3,MER000376,Town Team - Alexandria #2,Fashion,Mid-Market,20231228
377,3,MER000377,Wataniya - Alexandria #1,Fuel,Enterprise,20240702
378,1,MER000378,El Ezaby Pharmacy - Cairo #5,Pharmacy,Enterprise,20230609
379,1,MER000379,Pizza Hut - Cairo #6,Restaurants,Enterprise,20240806
380,1,MER000380,Starbucks - Cairo #4,Restaurants,Enterprise,20240308
381,1,MER000381,Domino's Pizza - Cairo #5,Restaurants,Enterprise,20240229
382,2,MER000382,ADNOC - Giza #2,Fuel,Enterprise,20240325
383,9,MER000383,Amazon.eg - Asyut #1,E-commerce,Enterprise,20231107
384,2,MER000384,Roshdy Pharmacy - Giza #6,Pharmacy,Mid-Market,20240924
385,1,MER000385,Tradeline - Cairo #4,Electronics,Mid-Market,20240427
386,10,MER000386,Seif Pharmacy - Minya #1,Pharmacy,Enterprise,20240727
387,3,MER000387,Seoudi - Alexandria #2,Grocery,Mid-Market,20241202
388,1,MER000388,El Ezaby Pharmacy - Cairo #6,Pharmacy,Enterprise,20230207
389,6,MER000389,Hyper One - Tanta #1,Grocery,Enterprise,20230408
390,1,MER000390,Seoudi - Cairo #3,Grocery,Mid-Market,20241217
391,8,MER000391,Hyper One - Port Said #1,Grocery,Enterprise,20241119
392,17,MER000392,TotalEnergies - Sharm El Sheikh #1,Fuel,Enterprise,20241002
393,10,MER000393,Noon - Minya #2,E-commerce,Enterprise,20231130
394,8,MER000394,Defacto - Port Said #1,Fashion,Enterprise,20231114
395,7,MER000395,Etisalat e& - Zagazig #1,Telecom,Enterprise,20240531
396,2,MER000396,LC Waikiki - Giza #1,Fashion,Enterprise,20241108
397,2,MER000397,Buffalo Burger - Giza #2,Restaurants,Mid-Market,20241105
398,7,MER000398,Gourmet Egypt - Zagazig #2,Grocery,SME,20241022
399,2,MER000399,Etisalat e& - Giza #4,Telecom,Enterprise,20231126
400,13,MER000400,Defacto - Sohag #1,Fashion,Enterprise,20241129
401,1,MER000401,Noon - Cairo #1,E-commerce,Enterprise,20240312
402,5,MER000402,Vodafone - Mansoura #1,Telecom,Enterprise,20240611
403,1,MER000403,Buffalo Burger - Cairo #5,Restaurants,Mid-Market,20231106
404,2,MER000404,Amazon.eg - Giza #1,E-commerce,Enterprise,20240206
405,1,MER000405,Raya Shop - Cairo #1,Electronics,Mid-Market,20240814
406,1,MER000406,B.TECH - Cairo #5,Electronics,Enterprise,20240924
407,2,MER000407,Fathalla Market - Giza #2,Grocery,Mid-Market,20240312
408,1,MER000408,Hyper One - Cairo #3,Grocery,Enterprise,20240329
409,3,MER000409,GAD - Alexandria #2,Restaurants,Mid-Market,20230208
410,16,MER000410,Fathalla Market - Aswan #1,Grocery,Mid-Market,20240921
411,17,MER000411,KFC - Sharm El Sheikh #1,Restaurants,Enterprise,20240503
412,3,MER000412,Roshdy Pharmacy - Alexandria #2,Pharmacy,Mid-Market,20241206
413,12,MER000413,Max Fashion - Ismailia #1,Fashion,Enterprise,20230303
414,2,MER000414,Town Team - Giza #3,Fashion,Mid-Market,20241220
415,1,MER000415,Misr Petroleum - Cairo #2,Fuel,Enterprise,20240417
416,8,MER000416,B.TECH - Port Said #2,Electronics,Enterprise,20231013
417,3,MER000417,Vodafone - Alexandria #1,Telecom,Enterprise,20230512
418,2,MER000418,El Ezaby Pharmacy - Giza #3,Pharmacy,Enterprise,20240410
419,1,MER000419,McDonald's - Cairo #6,Restaurants,Enterprise,20231006
420,3,MER000420,KFC - Alexandria #1,Restaurants,Enterprise,20231025
421,3,MER000421,Raya Shop - Alexandria #2,Electronics,Mid-Market,20241103
422,13,MER000422,GAD - Sohag #1,Restaurants,Mid-Market,20240728
423,1,MER000423,Max Fashion - Cairo #4,Fashion,Enterprise,20240921
424,1,MER000424,Jumia - Cairo #3,E-commerce,Enterprise,20240410
425,3,MER000425,Kazyon - Alexandria #3,Grocery,Enterprise,20240110
426,2,MER000426,GAD - Giza #1,Restaurants,Mid-Market,20230819
427,8,MER000427,McDonald's - Port Said #1,Restaurants,Enterprise,20240302
428,14,MER000428,Jumia - Hurghada #1,E-commerce,Enterprise,20240711
429,1,MER000429,Fathalla Market - Cairo #3,Grocery,Mid-Market,20231229
430,14,MER000430,Amazon.eg - Hurghada #1,E-commerce,Enterprise,20240409
431,3,MER000431,Etisalat e& - Alexandria #2,Telecom,Enterprise,20240815
432,2,MER000432,Max Fashion - Giza #1,Fashion,Enterprise,20240608
433,3,MER000433,Kazyon - Alexandria #4,Grocery,Enterprise,20240526
434,1,MER000434,Hyper One - Cairo #4,Grocery,Enterprise,20241109
435,3,MER000435,Starbucks - Alexandria #4,Restaurants,Enterprise,20240714
436,4,MER000436,Seoudi - Shubra El Kheima #1,Grocery,Mid-Market,20241117
437,2,MER000437,Orange - Giza #4,Telecom,Enterprise,20231029
438,2,MER000438,Defacto - Giza #2,Fashion,Enterprise,20230506
439,1,MER000439,Ezabawy - Cairo #3,Pharmacy,Mid-Market,20230927
440,1,MER000440,Town Team - Cairo #2,Fashion,Mid-Market,20240327
441,3,MER000441,Kazyon - Alexandria #5,Grocery,Enterprise,20240321
442,1,MER000442,Fathalla Market - Cairo #4,Grocery,Mid-Market,20241023
443,3,MER000443,McDonald's - Alexandria #1,Restaurants,Enterprise,20241006
444,3,MER000444,Vodafone - Alexandria #2,Telecom,Enterprise,20240708
445,2,MER000445,Felfela - Giza #4,Restaurants,SME,20240621
446,7,MER000446,Emarat Misr - Zagazig #1,Fuel,Enterprise,20230710
447,1,MER000447,Metro Market - Cairo #2,Grocery,Enterprise,20241006
448,1,MER000448,Jumia - Cairo #4,E-commerce,Enterprise,20230923
449,11,MER000449,Koshary Abou Tarek - Suez #2,Restaurants,SME,20240420
450,2,MER000450,Metro Market - Giza #3,Grocery,Enterprise,20241207
451,6,MER000451,Emarat Misr - Tanta #1,Fuel,Enterprise,20230725
452,3,MER000452,ADNOC - Alexandria #1,Fuel,Enterprise,20231029
453,5,MER000453,Felfela - Mansoura #1,Restaurants,SME,20240711
454,1,MER000454,Mobaco - Cairo #3,Fashion,Mid-Market,20240126
455,1,MER000455,Vodafone - Cairo #5,Telecom,Enterprise,20231021
456,4,MER000456,Defacto - Shubra El Kheima #1,Fashion,Enterprise,20240810
457,11,MER000457,Emarat Misr - Suez #1,Fuel,Enterprise,20240423
458,3,MER000458,Kheir Zaman - Alexandria #1,Grocery,Mid-Market,20230209
459,1,MER000459,McDonald's - Cairo #7,Restaurants,Enterprise,20230916
460,1,MER000460,McDonald's - Cairo #8,Restaurants,Enterprise,20240629
461,1,MER000461,Shell - Cairo #3,Fuel,Enterprise,20241202
462,1,MER000462,BIM - Cairo #3,Grocery,Enterprise,20231106
463,1,MER000463,Hardee's - Cairo #2,Restaurants,Enterprise,20240922
464,1,MER000464,Roshdy Pharmacy - Cairo #3,Pharmacy,Mid-Market,20241111
465,1,MER000465,Talabat - Cairo #5,E-commerce,Enterprise,20231007
466,1,MER000466,El Ezaby Pharmacy - Cairo #7,Pharmacy,Enterprise,20240622
467,1,MER000467,McDonald's - Cairo #9,Restaurants,Enterprise,20240203
468,3,MER000468,Raya Shop - Alexandria #3,Electronics,Mid-Market,20240531
469,3,MER000469,Compu Me - Alexandria #1,Electronics,SME,20240105
470,1,MER000470,Noon - Cairo #2,E-commerce,Enterprise,20241017
471,19,MER000471,McDonald's - Fayoum #1,Restaurants,Enterprise,20241024
472,6,MER000472,Defacto - Tanta #1,Fashion,Enterprise,20241030
473,15,MER000473,Town Team - Luxor #1,Fashion,Mid-Market,20230123
474,1,MER000474,Mo'men - Cairo #5,Restaurants,Mid-Market,20230113
475,9,MER000475,Buffalo Burger - Asyut #1,Restaurants,Mid-Market,20230406
476,2,MER000476,Felfela - Giza #5,Restaurants,SME,20240821
477,3,MER000477,LC Waikiki - Alexandria #1,Fashion,Enterprise,20230905
478,1,MER000478,McDonald's - Cairo #10,Restaurants,Enterprise,20240104
479,4,MER000479,Etisalat e& - Shubra El Kheima #1,Telecom,Enterprise,20231105
480,3,MER000480,Lulu Hypermarket - Alexandria #3,Grocery,Enterprise,20231129
481,8,MER000481,instashop - Port Said #1,E-commerce,Mid-Market,20241116
482,7,MER000482,Max Fashion - Zagazig #1,Fashion,Enterprise,20240708
483,1,MER000483,Noon - Cairo #3,E-commerce,Enterprise,20230311
484,1,MER000484,LC Waikiki - Cairo #4,Fashion,Enterprise,20240606
485,1,MER000485,Tradeline - Cairo #5,Electronics,Mid-Market,20240215
486,9,MER000486,Ezabawy - Asyut #1,Pharmacy,Mid-Market,20241028
487,3,MER000487,Hyper One - Alexandria #1,Grocery,Enterprise,20240202
488,16,MER000488,TotalEnergies - Aswan #1,Fuel,Enterprise,20230221
489,6,MER000489,Wataniya - Tanta #1,Fuel,Enterprise,20231030
490,3,MER000490,Max Fashion - Alexandria #2,Fashion,Enterprise,20240427
491,2,MER000491,Hyper One - Giza #1,Grocery,Enterprise,20241228
492,13,MER000492,Seoudi - Sohag #2,Grocery,Mid-Market,20230425
493,10,MER000493,McDonald's - Minya #1,Restaurants,Enterprise,20240418
494,1,MER000494,El Ezaby Pharmacy - Cairo #8,Pharmacy,Enterprise,20240214
495,1,MER000495,Ezabawy - Cairo #4,Pharmacy,Mid-Market,20230619
496,1,MER000496,Mobaco - Cairo #4,Fashion,Mid-Market,20241129
497,1,MER000497,Orange - Cairo #3,Telecom,Enterprise,20240312
498,2,MER000498,Roshdy Pharmacy - Giza #7,Pharmacy,Mid-Market,20240129
499,4,MER000499,Seif Pharmacy - Shubra El Kheima #1,Pharmacy,Enterprise,20240831
500,3,MER000500,Metro Market - Alexandria #2,Grocery,Enterprise,20241110
501,2,MER000501,Emarat Misr - Giza #2,Fuel,Enterprise,20230130
502,1,MER000502,Talabat - Cairo #6,E-commerce,Enterprise,20230708
503,3,MER000503,TotalEnergies - Alexandria #2,Fuel,Enterprise,20240917
504,1,MER000504,LC Waikiki - Cairo #5,Fashion,Enterprise,20240415
505,17,MER000505,Hyper One - Sharm El Sheikh #1,Grocery,Enterprise,20230911
506,2,MER000506,KFC - Giza #2,Restaurants,Enterprise,20230508
507,14,MER000507,McDonald's - Hurghada #1,Restaurants,Enterprise,20241028
508,7,MER000508,Raya Shop - Zagazig #1,Electronics,Mid-Market,20240514
509,2,MER000509,Etisalat e& - Giza #5,Telecom,Enterprise,20241222
510,3,MER000510,Koshary Abou Tarek - Alexandria #1,Restaurants,SME,20231223
511,3,MER000511,Max Fashion - Alexandria #3,Fashion,Enterprise,20231220
512,16,MER000512,Town Team - Aswan #1,Fashion,Mid-Market,20230416
513,1,MER000513,Kazyon - Cairo #5,Grocery,Enterprise,20240524
514,1,MER000514,Cook Door - Cairo #4,Restaurants,Mid-Market,20240119
515,1,MER000515,Misr Petroleum - Cairo #3,Fuel,Enterprise,20240922
516,3,MER000516,Starbucks - Alexandria #5,Restaurants,Enterprise,20240321
517,1,MER000517,Max Fashion - Cairo #5,Fashion,Enterprise,20231201
518,14,MER000518,GAD - Hurghada #1,Restaurants,Mid-Market,20231225
519,2,MER000519,Noon - Giza #3,E-commerce,Enterprise,20231217
520,5,MER000520,Pizza Hut - Mansoura #1,Restaurants,Enterprise,20230223
521,2,MER000521,Mo'men - Giza #1,Restaurants,Mid-Market,20241001
522,10,MER000522,Kazyon - Minya #1,Grocery,Enterprise,20241026
523,1,MER000523,Misr Petroleum - Cairo #4,Fuel,Enterprise,20231019
524,1,MER000524,McDonald's - Cairo #11,Restaurants,Enterprise,20241104
525,5,MER000525,Ezabawy - Mansoura #1,Pharmacy,Mid-Market,20230120
526,1,MER000526,Fathalla Market - Cairo #5,Grocery,Mid-Market,20230207
527,1,MER000527,Kazyon - Cairo #6,Grocery,Enterprise,20240902
528,2,MER000528,Hardee's - Giza #2,Restaurants,Enterprise,20240212
529,6,MER000529,Kheir Zaman - Tanta #1,Grocery,Mid-Market,20230619
530,7,MER000530,Fathalla Market - Zagazig #1,Grocery,Mid-Market,20230401
531,1,MER000531,Tradeline - Cairo #6,Electronics,Mid-Market,20240530
532,1,MER000532,McDonald's - Cairo #12,Restaurants,Enterprise,20240913
533,4,MER000533,Defacto - Shubra El Kheima #2,Fashion,Enterprise,20241021
534,14,MER000534,Pizza Hut - Hurghada #1,Restaurants,Enterprise,20230422
535,1,MER000535,Vodafone - Cairo #6,Telecom,Enterprise,20230602
536,11,MER000536,Mo'men - Suez #1,Restaurants,Mid-Market,20231113
537,1,MER000537,Metro Market - Cairo #3,Grocery,Enterprise,20240303
538,1,MER000538,Cook Door - Cairo #5,Restaurants,Mid-Market,20240922
539,1,MER000539,Domino's Pizza - Cairo #6,Restaurants,Enterprise,20240205
540,2,MER000540,Mo'men - Giza #2,Restaurants,Mid-Market,20240515
541,3,MER000541,Noon - Alexandria #2,E-commerce,Enterprise,20230829
542,2,MER000542,Shell - Giza #3,Fuel,Enterprise,20241201
543,2,MER000543,McDonald's - Giza #2,Restaurants,Enterprise,20230927
544,1,MER000544,GAD - Cairo #4,Restaurants,Mid-Market,20240304
545,2,MER000545,Cook Door - Giza #4,Restaurants,Mid-Market,20240727
546,1,MER000546,Starbucks - Cairo #5,Restaurants,Enterprise,20230509
547,1,MER000547,Seif Pharmacy - Cairo #4,Pharmacy,Enterprise,20240731
548,3,MER000548,Amazon.eg - Alexandria #2,E-commerce,Enterprise,20240715
549,1,MER000549,McDonald's - Cairo #13,Restaurants,Enterprise,20240926
550,2,MER000550,instashop - Giza #4,E-commerce,Mid-Market,20240816
551,5,MER000551,Pizza Hut - Mansoura #2,Restaurants,Enterprise,20230402
552,2,MER000552,Carrefour - Giza #3,Grocery,Enterprise,20241028
553,4,MER000553,El Ezaby Pharmacy - Shubra El Kheima #1,Pharmacy,Enterprise,20240920
554,1,MER000554,Mo'men - Cairo #6,Restaurants,Mid-Market,20230101
555,17,MER000555,2B - Sharm El Sheikh #1,Electronics,Mid-Market,20230122
556,15,MER000556,Felfela - Luxor #1,Restaurants,SME,20241025
557,2,MER000557,Lulu Hypermarket - Giza #2,Grocery,Enterprise,20240926
558,1,MER000558,Pizza Hut - Cairo #7,Restaurants,Enterprise,20241031
559,3,MER000559,Kazyon - Alexandria #6,Grocery,Enterprise,20231222
560,2,MER000560,BIM - Giza #3,Grocery,Enterprise,20241220
561,14,MER000561,Kazyon - Hurghada #1,Grocery,Enterprise,20241105
562,1,MER000562,Mobaco - Cairo #5,Fashion,Mid-Market,20240317
563,2,MER000563,WE - Giza #3,Telecom,Enterprise,20241026
564,1,MER000564,Metro Market - Cairo #4,Grocery,Enterprise,20230614
565,3,MER000565,Kazyon - Alexandria #7,Grocery,Enterprise,20240620
566,17,MER000566,Roshdy Pharmacy - Sharm El Sheikh #1,Pharmacy,Mid-Market,20231226
567,2,MER000567,McDonald's - Giza #3,Restaurants,Enterprise,20240824
568,1,MER000568,Spinneys - Cairo #5,Grocery,Enterprise,20240302
569,1,MER000569,Noon - Cairo #4,E-commerce,Enterprise,20231023
570,2,MER000570,Hyper One - Giza #2,Grocery,Enterprise,20230305
571,3,MER000571,Ezabawy - Alexandria #1,Pharmacy,Mid-Market,20231017
572,2,MER000572,Pizza Hut - Giza #3,Restaurants,Enterprise,20240426
573,4,MER000573,Noon - Shubra El Kheima #1,E-commerce,Enterprise,20241206
574,9,MER000574,instashop - Asyut #1,E-commerce,Mid-Market,20230928
575,2,MER000575,GAD - Giza #2,Restaurants,Mid-Market,20240715
576,2,MER000576,Defacto - Giza #3,Fashion,Enterprise,20241027
577,8,MER000577,Seoudi - Port Said #1,Grocery,Mid-Market,20240413
578,2,MER000578,Jumia - Giza #1,E-commerce,Enterprise,20241024
579,3,MER000579,Metro Market - Alexandria #3,Grocery,Enterprise,20240912
580,16,MER000580,instashop - Aswan #1,E-commerce,Mid-Market,20240111
581,1,MER000581,Town Team - Cairo #3,Fashion,Mid-Market,20240113
582,17,MER000582,Gourmet Egypt - Sharm El Sheikh #1,Grocery,SME,20241031
583,2,MER000583,Spinneys - Giza #1,Grocery,Enterprise,20240516
584,1,MER000584,Roshdy Pharmacy - Cairo #4,Pharmacy,Mid-Market,20240913
585,1,MER000585,McDonald's - Cairo #14,Restaurants,Enterprise,20240920
586,1,MER000586,Domino's Pizza - Cairo #7,Restaurants,Enterprise,20241005
587,8,MER000587,Raya Shop - Port Said #1,Electronics,Mid-Market,20230820
588,3,MER000588,Buffalo Burger - Alexandria #1,Restaurants,Mid-Market,20240321
589,3,MER000589,Ezabawy - Alexandria #2,Pharmacy,Mid-Market,20231125
590,1,MER000590,Misr Petroleum - Cairo #5,Fuel,Enterprise,20231107
591,1,MER000591,Vodafone - Cairo #7,Telecom,Enterprise,20240910
592,9,MER000592,El Ezaby Pharmacy - Asyut #1,Pharmacy,Enterprise,20240507
593,3,MER000593,Talabat - Alexandria #2,E-commerce,Enterprise,20241231
594,5,MER000594,TotalEnergies - Mansoura #1,Fuel,Enterprise,20240923
595,8,MER000595,Buffalo Burger - Port Said #1,Restaurants,Mid-Market,20241101
596,1,MER000596,B.TECH - Cairo #6,Electronics,Enterprise,20230912
597,1,MER000597,Roshdy Pharmacy - Cairo #5,Pharmacy,Mid-Market,20240510
598,7,MER000598,McDonald's - Zagazig #1,Restaurants,Enterprise,20240713
599,6,MER000599,Town Team - Tanta #1,Fashion,Mid-Market,20240205
600,13,MER000600,Noon - Sohag #1,E-commerce,Enterprise,20240526
601,2,MER000601,Ezabawy - Giza #5,Pharmacy,Mid-Market,20241125
602,6,MER000602,Town Team - Tanta #2,Fashion,Mid-Market,20241220
603,8,MER000603,Etisalat e& - Port Said #2,Telecom,Enterprise,20231103
604,1,MER000604,BIM - Cairo #4,Grocery,Enterprise,20230115
605,14,MER000605,Lulu Hypermarket - Hurghada #2,Grocery,Enterprise,20240526
606,2,MER000606,Ezabawy - Giza #6,Pharmacy,Mid-Market,20231014
607,2,MER000607,Vodafone - Giza #2,Telecom,Enterprise,20230629
608,4,MER000608,Tradeline - Shubra El Kheima #1,Electronics,Mid-Market,20240726
609,1,MER000609,Hardee's - Cairo #3,Restaurants,Enterprise,20230103
610,1,MER000610,Wataniya - Cairo #4,Fuel,Enterprise,20230315
611,1,MER000611,Lulu Hypermarket - Cairo #5,Grocery,Enterprise,20240806
612,14,MER000612,TotalEnergies - Hurghada #1,Fuel,Enterprise,20240501
613,2,MER000613,Town Team - Giza #4,Fashion,Mid-Market,20230709
614,9,MER000614,Emarat Misr - Asyut #2,Fuel,Enterprise,20241115
615,1,MER000615,BIM - Cairo #5,Grocery,Enterprise,20240710
616,2,MER000616,Seif Pharmacy - Giza #4,Pharmacy,Enterprise,20240524
617,13,MER000617,El Ezaby Pharmacy - Sohag #1,Pharmacy,Enterprise,20230116
618,1,MER000618,Emarat Misr - Cairo #4,Fuel,Enterprise,20240722
619,1,MER000619,Emarat Misr - Cairo #5,Fuel,Enterprise,20241112
620,10,MER000620,instashop - Minya #1,E-commerce,Mid-Market,20240507
621,1,MER000621,Ezabawy - Cairo #5,Pharmacy,Mid-Market,20240725
622,3,MER000622,Talabat - Alexandria #3,E-commerce,Enterprise,20240209
623,2,MER000623,Fathalla Market - Giza #3,Grocery,Mid-Market,20230626
624,3,MER000624,Defacto - Alexandria #2,Fashion,Enterprise,20231021
625,4,MER000625,Koshary Abou Tarek - Shubra El Kheima #1,Restaurants,SME,20241219
626,11,MER000626,Amazon.eg - Suez #1,E-commerce,Enterprise,20240826
627,1,MER000627,Talabat - Cairo #7,E-commerce,Enterprise,20241216
628,1,MER000628,Mo'men - Cairo #7,Restaurants,Mid-Market,20230427
629,3,MER000629,Ezabawy - Alexandria #3,Pharmacy,Mid-Market,20240806
630,2,MER000630,Misr Petroleum - Giza #1,Fuel,Enterprise,20230801
631,13,MER000631,Noon - Sohag #2,E-commerce,Enterprise,20230706
632,1,MER000632,Awlad Ragab - Cairo #2,Grocery,Mid-Market,20240828
633,5,MER000633,Emarat Misr - Mansoura #1,Fuel,Enterprise,20230915
634,10,MER000634,Noon - Minya #3,E-commerce,Enterprise,20241005
635,13,MER000635,Fathalla Market - Sohag #1,Grocery,Mid-Market,20230614
636,2,MER000636,Noon - Giza #4,E-commerce,Enterprise,20240415
637,1,MER000637,McDonald's - Cairo #15,Restaurants,Enterprise,20241115
638,1,MER000638,KFC - Cairo #2,Restaurants,Enterprise,20230617
639,2,MER000639,Buffalo Burger - Giza #3,Restaurants,Mid-Market,20240728
640,2,MER000640,Koshary Abou Tarek - Giza #2,Restaurants,SME,20231126
641,3,MER000641,Gourmet Egypt - Alexandria #2,Grocery,SME,20241212
642,2,MER000642,Wataniya - Giza #2,Fuel,Enterprise,20241128
643,1,MER000643,Raya Shop - Cairo #2,Electronics,Mid-Market,20240503
644,3,MER000644,Fathalla Market - Alexandria #1,Grocery,Mid-Market,20240811
645,2,MER000645,Misr Petroleum - Giza #2,Fuel,Enterprise,20230130
646,3,MER000646,Max Fashion - Alexandria #4,Fashion,Enterprise,20241203
647,1,MER000647,Seif Pharmacy - Cairo #5,Pharmacy,Enterprise,20240603
648,2,MER000648,Domino's Pizza - Giza #1,Restaurants,Enterprise,20240512
649,18,MER000649,TotalEnergies - Damanhur #1,Fuel,Enterprise,20240306
650,3,MER000650,El Ezaby Pharmacy - Alexandria #3,Pharmacy,Enterprise,20231011
651,3,MER000651,Amazon.eg - Alexandria #3,E-commerce,Enterprise,20241010
652,1,MER000652,Kazyon - Cairo #7,Grocery,Enterprise,20240116
653,4,MER000653,Misr Petroleum - Shubra El Kheima #1,Fuel,Enterprise,20240607
654,1,MER000654,Spinneys - Cairo #6,Grocery,Enterprise,20240417
655,1,MER000655,Jumia - Cairo #5,E-commerce,Enterprise,20240304
656,3,MER000656,Cook Door - Alexandria #5,Restaurants,Mid-Market,20240326
657,17,MER000657,2B - Sharm El Sheikh #2,Electronics,Mid-Market,20230502
658,3,MER000658,Compu Me - Alexandria #2,Electronics,SME,20231124
659,2,MER000659,BIM - Giza #4,Grocery,Enterprise,20230425
660,1,MER000660,Talabat - Cairo #8,E-commerce,Enterprise,20230109
661,2,MER000661,El Ezaby Pharmacy - Giza #4,Pharmacy,Enterprise,20231231
662,1,MER000662,Defacto - Cairo #3,Fashion,Enterprise,20230610
663,3,MER000663,Domino's Pizza - Alexandria #3,Restaurants,Enterprise,20240226
664,12,MER000664,Ezabawy - Ismailia #1,Pharmacy,Mid-Market,20240401
665,3,MER000665,Mobaco - Alexandria #3,Fashion,Mid-Market,20230804
666,3,MER000666,Vodafone - Alexandria #3,Telecom,Enterprise,20240803
667,8,MER000667,Emarat Misr - Port Said #1,Fuel,Enterprise,20230401
668,2,MER000668,Jumia - Giza #2,E-commerce,Enterprise,20230930
669,1,MER000669,Ezabawy - Cairo #6,Pharmacy,Mid-Market,20241024
670,12,MER000670,Lulu Hypermarket - Ismailia #1,Grocery,Enterprise,20240331
671,3,MER000671,Jumia - Alexandria #1,E-commerce,Enterprise,20240419
672,15,MER000672,Seif Pharmacy - Luxor #1,Pharmacy,Enterprise,20240820
673,8,MER000673,B.TECH - Port Said #3,Electronics,Enterprise,20231008
674,3,MER000674,Vodafone - Alexandria #4,Telecom,Enterprise,20240812
675,2,MER000675,LC Waikiki - Giza #2,Fashion,Enterprise,20240827
676,15,MER000676,Shell - Luxor #1,Fuel,Enterprise,20231229
677,1,MER000677,Emarat Misr - Cairo #6,Fuel,Enterprise,20241205
678,4,MER000678,Gourmet Egypt - Shubra El Kheima #1,Grocery,SME,20241207
679,6,MER000679,TotalEnergies - Tanta #1,Fuel,Enterprise,20240306
680,5,MER000680,Kazyon - Mansoura #1,Grocery,Enterprise,20230925
681,7,MER000681,Seoudi - Zagazig #1,Grocery,Mid-Market,20240808
682,1,MER000682,Compu Me - Cairo #5,Electronics,SME,20230206
683,2,MER000683,Pizza Hut - Giza #4,Restaurants,Enterprise,20240421
684,5,MER000684,Domino's Pizza - Mansoura #1,Restaurants,Enterprise,20240425
685,5,MER000685,Jumia - Mansoura #1,E-commerce,Enterprise,20230812
686,3,MER000686,Emarat Misr - Alexandria #1,Fuel,Enterprise,20231207
687,1,MER000687,McDonald's - Cairo #16,Restaurants,Enterprise,20230201
688,2,MER000688,Shell - Giza #4,Fuel,Enterprise,20240522
689,9,MER000689,Max Fashion - Asyut #1,Fashion,Enterprise,20230525
690,1,MER000690,Hardee's - Cairo #4,Restaurants,Enterprise,20240612
691,2,MER000691,Seoudi - Giza #2,Grocery,Mid-Market,20240704
692,18,MER000692,Kheir Zaman - Damanhur #1,Grocery,Mid-Market,20230818
693,10,MER000693,Noon - Minya #4,E-commerce,Enterprise,20230729
694,1,MER000694,Tradeline - Cairo #7,Electronics,Mid-Market,20240429
695,2,MER000695,KFC - Giza #3,Restaurants,Enterprise,20240917
696,1,MER000696,McDonald's - Cairo #17,Restaurants,Enterprise,20231208
697,3,MER000697,Etisalat e& - Alexandria #3,Telecom,Enterprise,20230908
698,1,MER000698,Fathalla Market - Cairo #6,Grocery,Mid-Market,20240915
699,10,MER000699,instashop - Minya #2,E-commerce,Mid-Market,20240817
700,2,MER000700,Hardee's - Giza #3,Restaurants,Enterprise,20241122
701,3,MER000701,Domino's Pizza - Alexandria #4,Restaurants,Enterprise,20240221
702,2,MER000702,Kheir Zaman - Giza #1,Grocery,Mid-Market,20231231
703,14,MER000703,BIM - Hurghada #1,Grocery,Enterprise,20240307
704,1,MER000704,2B - Cairo #3,Electronics,Mid-Market,20230831
705,2,MER000705,Noon - Giza #5,E-commerce,Enterprise,20230501
706,2,MER000706,Pizza Hut - Giza #5,Restaurants,Enterprise,20241008
707,3,MER000707,Seoudi - Alexandria #3,Grocery,Mid-Market,20241014
708,2,MER000708,Awlad Ragab - Giza #2,Grocery,Mid-Market,20241113
709,2,MER000709,McDonald's - Giza #4,Restaurants,Enterprise,20240430
710,2,MER000710,Hyper One - Giza #3,Grocery,Enterprise,20240206
711,1,MER000711,Raya Shop - Cairo #3,Electronics,Mid-Market,20240408
712,2,MER000712,instashop - Giza #5,E-commerce,Mid-Market,20240116
713,1,MER000713,El Ezaby Pharmacy - Cairo #9,Pharmacy,Enterprise,20230616
714,1,MER000714,Noon - Cairo #5,E-commerce,Enterprise,20240708
715,3,MER000715,Metro Market - Alexandria #4,Grocery,Enterprise,20231215
716,10,MER000716,Starbucks - Minya #2,Restaurants,Enterprise,20231106
717,14,MER000717,El Ezaby Pharmacy - Hurghada #1,Pharmacy,Enterprise,20240316
718,10,MER000718,Roshdy Pharmacy - Minya #1,Pharmacy,Mid-Market,20230812
