account_key,account_id,location_key,currency,age_band,acquisition_channel,signup_date_key,customer_tier,account_status
10545,ACC00010545,1,EGP,18-24,Referral,20240912,Standard,Active
10546,ACC00010546,2,EGP,18-24,Organic,20231013,Standard,Active
10547,ACC00010547,1,EGP,18-24,Organic,20231103,Premium,Active
10548,ACC00010548,12,EGP,35-44,Referral,20230618,Standard,Active
10549,ACC00010549,3,USD,18-24,Organic,20240918,Business,Active
10550,ACC00010550,3,EGP,35-44,Referral,20240712,Premium,Active
10551,ACC00010551,3,EGP,25-34,Organic,20230626,Standard,Active
10552,ACC00010552,14,EGP,18-24,Branch,20240827,Standard,Active
10553,ACC00010553,1,EGP,55-64,Referral,20231101,Premium,Active
10554,ACC00010554,2,EGP,25-34,Organic,20230504,Business,Active
10555,ACC00010555,1,EGP,35-44,Referral,20230421,Premium,Active
10556,ACC00010556,4,EGP,25-34,Influencer,20240817,Standard,Active
10557,ACC00010557,1,EGP,35-44,Paid Social,20240907,Standard,Active
10558,ACC00010558,1,EGP,25-34,Organic,20240216,Premium,Active
10559,ACC00010559,3,EGP,25-34,Organic,20230126,Standard,Active
10560,ACC00010560,2,EGP,35-44,Organic,20241012,Premium,Active
10561,ACC00010561,2,EGP,35-44,Organic,20240613,Premium,Active
10562,ACC00010562,4,EGP,35-44,Google Ads,20230717,Standard,Active
10563,ACC00010563,2,EGP,25-34,Referral,20240824,Standard,Active
10564,ACC00010564,8,EGP,35-44,Branch,20240923,Standard,Active
10565,ACC00010565,1,EGP,18-24,Paid Social,20230827,Premium,Suspended
10566,ACC00010566,11,EGP,35-44,Google Ads,20240614,Standard,Dormant
10567,ACC00010567,1,EGP,25-34,Organic,20231204,Standard,Active
10568,ACC00010568,19,EGP,25-34,Referral,20231213,Premium,Active
10569,ACC00010569,9,EGP,25-34,Paid Social,20240419,Standard,Active
10570,ACC00010570,10,EGP,25-34,Paid Social,20230209,Standard,Closed
10571,ACC00010571,1,EGP,55-64,Organic,20231104,Standard,Active
10572,ACC00010572,1,EGP,25-34,Paid Social,20230904,Premium,Active
10573,ACC00010573,1,EGP,45-54,Referral,20231027,Business,Active
10574,ACC00010574,1,EGP,35-44,Paid Social,20240712,Premium,Active
10575,ACC00010575,1,EGP,18-24,Referral,20240324,Standard,Active
10576,ACC00010576,1,EGP,25-34,Influencer,20231118,Premium,Dormant
10577,ACC00010577,14,EGP,18-24,Organic,20230514,Standard,Active
10578,ACC00010578,4,EGP,25-34,Paid Social,20241216,Standard,Active
10579,ACC00010579,2,EUR,35-44,Organic,20240519,Standard,Active
10580,ACC00010580,1,EGP,35-44,Google Ads,20240401,Premium,Suspended
10581,ACC00010581,3,EGP,55-64,Referral,20241118,Business,Active
10582,ACC00010582,3,EGP,65+,Organic,20240502,Standard,Active
10583,ACC00010583,1,EGP,35-44,Referral,20231011,Standard,Dormant
10584,ACC00010584,3,EGP,55-64,Branch,20230130,Standard,Active
10585,ACC00010585,1,EGP,18-24,Google Ads,20240409,Standard,Active
10586,ACC00010586,2,EGP,18-24,Referral,20240201,Standard,Active
10587,ACC00010587,1,EGP,25-34,Referral,20240118,Premium,Active
10588,ACC00010588,11,EGP,18-24,Paid Social,20240510,Standard,Dormant
10589,ACC00010589,1,EGP,18-24,Google Ads,20230601,Standard,Active
10590,ACC00010590,1,EGP,35-44,Organic,20230923,Standard,Active
10591,ACC00010591,2,EGP,45-54,Referral,20241220,Premium,Active
10592,ACC00010592,10,EGP,35-44,Paid Social,20240204,Standard,Dormant
10593,ACC00010593,1,EGP,35-44,Paid Social,20230930,Business,Active
10594,ACC00010594,7,EGP,55-64,Referral,20240115,Standard,Active
10595,ACC00010595,15,EGP,25-34,Referral,20240520,Premium,Dormant
10596,ACC00010596,1,EGP,35-44,Influencer,20240705,Standard,Active
10597,ACC00010597,15,EGP,45-54,Organic,20231219,Standard,Active
10598,ACC00010598,16,USD,35-44,Referral,20241001,Premium,Active
10599,ACC00010599,16,EGP,25-34,Branch,20241220,Standard,Active
10600,ACC00010600,2,EGP,45-54,Branch,20230517,Standard,Active
10601,ACC00010601,1,EGP,25-34,Referral,20230803,Standard,Suspended
10602,ACC00010602,7,EGP,55-64,Organic,20241029,Standard,Active
10603,ACC00010603,18,EGP,18-24,Influencer,20240405,Standard,Active
10604,ACC00010604,2,EGP,35-44,Referral,20231015,Standard,Active
10605,ACC00010605,3,EGP,18-24,Influencer,20230706,Standard,Active
10606,ACC00010606,1,EGP,25-34,Branch,20240620,Standard,Active
10607,ACC00010607,4,EGP,25-34,Branch,20240326,Standard,Active
10608,ACC00010608,2,EGP,35-44,Paid Social,20240818,Standard,Active
10609,ACC00010609,5,EGP,18-24,Organic,20240522,Standard,Active
10610,ACC00010610,6,EGP,45-54,Paid Social,20230930,Standard,Closed
10611,ACC00010611,1,EGP,25-34,Branch,20240910,Premium,Active
10612,ACC00010612,1,EGP,35-44,Google Ads,20231017,Business,Active
10613,ACC00010613,1,USD,35-44,Branch,20231203,Premium,Active
10614,ACC00010614,2,EGP,25-34,Branch,20231223,Standard,Active
10615,ACC00010615,1,EGP,35-44,Organic,20230716,Business,Active
10616,ACC00010616,14,EGP,45-54,Google Ads,20231211,Business,Active
10617,ACC00010617,1,EGP,45-54,Organic,20240521,Standard,Active
10618,ACC00010618,2,USD,18-24,Partner,20240210,Standard,Active
10619,ACC00010619,3,AED,45-54,Organic,20230110,Business,Closed
10620,ACC00010620,3,EGP,45-54,Referral,20240731,Standard,Active
10621,ACC00010621,6,USD,18-24,Referral,20240903,Business,Active
10622,ACC00010622,2,EGP,45-54,Paid Social,20240924,Business,Active
10623,ACC00010623,11,EGP,25-34,Organic,20240509,Standard,Active
10624,ACC00010624,1,EGP,25-34,Paid Social,20231204,Standard,Active
10625,ACC00010625,1,EGP,35-44,Paid Social,20240710,Standard,Active
10626,ACC00010626,1,EGP,55-64,Paid Social,20231211,Standard,Active
10627,ACC00010627,5,EGP,45-54,Branch,20240810,Premium,Active
10628,ACC00010628,3,EGP,65+,Paid Social,20240420,Standard,Active
10629,ACC00010629,6,EGP,45-54,Referral,20241026,Standard,Active
10630,ACC00010630,1,EGP,45-54,Google Ads,20241228,Business,Active
10631,ACC00010631,8,EGP,35-44,Influencer,20230430,Standard,Active
10632,ACC00010632,12,EGP,25-34,Paid Social,20230528,Standard,Active
10633,ACC00010633,12,EGP,25-34,Branch,20240805,Standard,Active
10634,ACC00010634,2,EGP,35-44,Organic,20240120,Standard,Active
10635,ACC00010635,1,EGP,35-44,Influencer,20240904,Premium,Active
10636,ACC00010636,1,EGP,35-44,Organic,20230727,Standard,Active
10637,ACC00010637,1,EGP,55-64,Google Ads,20240831,Business,Active
10638,ACC00010638,3,EGP,25-34,Referral,20230731,Standard,Suspended
10639,ACC00010639,4,EGP,35-44,Organic,20240302,Premium,Active
10640,ACC00010640,12,EGP,35-44,Branch,20241219,Standard,Active
10641,ACC00010641,1,EGP,18-24,Google Ads,20230305,Standard,Active
10642,ACC00010642,16,EGP,45-54,Google Ads,20240222,Premium,Active
10643,ACC00010643,1,EGP,25-34,Organic,20230805,Standard,Active
10644,ACC00010644,10,EGP,25-34,Organic,20240928,Standard,Active
10645,ACC00010645,1,EGP,35-44,Organic,20240403,Premium,Closed
10646,ACC00010646,10,EGP,25-34,Paid Social,20240831,Standard,Active
10647,ACC00010647,1,EGP,25-34,Influencer,20240510,Standard,Active
10648,ACC00010648,1,EGP,18-24,Branch,20240205,Standard,Active
10649,ACC00010649,6,EGP,35-44,Influencer,20231122,Business,Active
10650,ACC00010650,2,EGP,35-44,Paid Social,20240301,Standard,Active
10651,ACC00010651,3,EUR,45-54,Organic,20231120,Premium,Active
10652,ACC00010652,1,EGP,25-34,Google Ads,20241125,Standard,Active
10653,ACC00010653,2,EGP,25-34,Paid Social,20240724,Business,Dormant
10654,ACC00010654,1,EGP,65+,Referral,20240425,Standard,Active
10655,ACC00010655,8,EGP,35-44,Organic,20240619,Standard,Active
10656,ACC00010656,7,EGP,25-34,Referral,20240117,Standard,Active
10657,ACC00010657,2,EGP,65+,Partner,20240709,Standard,Active
10658,ACC00010658,1,EGP,18-24,Referral,20230707,Standard,Active
10659,ACC00010659,3,EGP,35-44,Referral,20240426,Standard,Active
10660,ACC00010660,3,EGP,25-34,Referral,20230905,Premium,Active
10661,ACC00010661,3,EGP,25-34,Referral,20240619,Standard,Active
10662,ACC00010662,18,EGP,25-34,Organic,20240813,Standard,Active
10663,ACC00010663,1,EGP,25-34,Organic,20240423,Standard,Active
10664,ACC00010664,2,EGP,35-44,Paid Social,20231016,Premium,Active
10665,ACC00010665,3,EGP,25-34,Organic,20240319,Standard,Active
10666,ACC00010666,1,EGP,35-44,Google Ads,20241202,Premium,Active
10667,ACC00010667,7,EGP,35-44,Paid Social,20241128,Standard,Active
10668,ACC00010668,2,EGP,18-24,Organic,20240816,Standard,Active
10669,ACC00010669,2,EGP,18-24,Google Ads,20241023,Standard,Active
10670,ACC00010670,3,EUR,35-44,Influencer,20230630,Business,Dormant
10671,ACC00010671,13,EGP,25-34,Google Ads,20240426,Standard,Active
10672,ACC00010672,2,EGP,25-34,Google Ads,20241011,Standard,Active
10673,ACC00010673,1,EGP,55-64,Referral,20230118,Standard,Active
10674,ACC00010674,17,EGP,55-64,Organic,20240217,Premium,Active
10675,ACC00010675,14,EGP,25-34,Organic,20230716,Standard,Active
10676,ACC00010676,1,EGP,18-24,Google Ads,20230412,Standard,Dormant
10677,ACC00010677,1,EGP,35-44,Referral,20241221,Standard,Active
10678,ACC00010678,1,EGP,65+,Organic,20231204,Business,Dormant
10679,ACC00010679,1,EGP,25-34,Organic,20230821,Standard,Active
10680,ACC00010680,1,EGP,18-24,Partner,20240802,Standard,Active
10681,ACC00010681,11,EGP,25-34,Paid Social,20240505,Standard,Active
10682,ACC00010682,1,EGP,18-24,Organic,20231218,Standard,Dormant
10683,ACC00010683,15,EGP,25-34,Referral,20230404,Standard,Dormant
10684,ACC00010684,1,EGP,35-44,Organic,20240322,Business,Active
10685,ACC00010685,1,EGP,25-34,Google Ads,20230722,Standard,Suspended
10686,ACC00010686,8,EGP,35-44,Organic,20240101,Premium,Active
10687,ACC00010687,8,EGP,35-44,Organic,20240518,Standard,Active
10688,ACC00010688,1,EGP,35-44,Organic,20230925,Standard,Dormant
10689,ACC00010689,2,USD,35-44,Paid Social,20240627,Business,Dormant
10690,ACC00010690,1,EGP,18-24,Paid Social,20241128,Standard,Active
10691,ACC00010691,3,EGP,25-34,Google Ads,20231104,Standard,Active
10692,ACC00010692,1,EGP,25-34,Referral,20241007,Standard,Active
10693,ACC00010693,2,EGP,35-44,Paid Social,20241030,Standard,Active
10694,ACC00010694,17,EGP,25-34,Branch,20240601,Premium,Active
10695,ACC00010695,19,EGP,25-34,Referral,20231129,Standard,Active
10696,ACC00010696,3,EGP,18-24,Paid Social,20240624,Standard,Active
10697,ACC00010697,3,EGP,18-24,Referral,20240208,Standard,Active
10698,ACC00010698,1,EGP,35-44,Google Ads,20231019,Standard,Active
10699,ACC00010699,11,EGP,25-34,Organic,20240507,Standard,Active
10700,ACC00010700,13,EGP,25-34,Influencer,20240714,Standard,Active
10701,ACC00010701,8,EGP,65+,Partner,20230425,Standard,Active
10702,ACC00010702,9,EGP,18-24,Paid Social,20230718,Standard,Active
10703,ACC00010703,2,EGP,55-64,Branch,20240822,Standard,Active
10704,ACC00010704,8,EGP,25-34,Branch,20231109,Standard,Dormant
10705,ACC00010705,2,EGP,25-34,Branch,20231026,Standard,Active
10706,ACC00010706,1,EGP,18-24,Organic,20230525,Standard,Closed
10707,ACC00010707,3,EGP,18-24,Referral,20240925,Standard,Active
10708,ACC00010708,1,EGP,25-34,Organic,20240603,Standard,Active
10709,ACC00010709,1,EGP,25-34,Organic,20240909,Standard,Active
10710,ACC00010710,11,EGP,55-64,Google Ads,20231217,Standard,Active
10711,ACC00010711,1,EGP,45-54,Organic,20240912,Standard,Active
10712,ACC00010712,1,AED,18-24,Paid Social,20240606,Business,Active
10713,ACC00010713,19,EUR,18-24,Branch,20231106,Standard,Active
10714,ACC00010714,3,EGP,35-44,Referral,20240930,Standard,Active
10715,ACC00010715,12,EGP,35-44,Organic,20241101,Standard,Active
10716,ACC00010716,6,EGP,35-44,Google Ads,20240719,Premium,Active
10717,ACC00010717,3,EGP,45-54,Paid Social,20240325,Premium,Active
10718,ACC00010718,2,EGP,25-34,Organic,20230802,Standard,Active
10719,ACC00010719,13,EGP,18-24,Referral,20240918,Standard,Active
10720,ACC00010720,5,EGP,18-24,Branch,20241227,Standard,Closed
10721,ACC00010721,19,EGP,35-44,Organic,20230512,Business,Active
10722,ACC00010722,15,EGP,25-34,Branch,20240928,Standard,Active
10723,ACC00010723,1,EGP,35-44,Organic,20230712,Standard,Active
10724,ACC00010724,1,SAR,35-44,Partner,20230730,Premium,Active
10725,ACC00010725,19,EGP,18-24,Paid Social,20241102,Standard,Active
10726,ACC00010726,7,EGP,35-44,Organic,20231212,Standard,Active
10727,ACC00010727,1,EGP,55-64,Organic,20241113,Standard,Active
10728,ACC00010728,1,EGP,35-44,Organic,20230323,Standard,Dormant
10729,ACC00010729,10,EGP,35-44,Organic,20240419,Standard,Active
10730,ACC00010730,9,EGP,25-34,Paid Social,20240304,Standard,Active
10731,ACC00010731,1,EGP,25-34,Organic,20240717,Premium,Active
10732,ACC00010732,1,EGP,25-34,Branch,20231215,Standard,Active
10733,ACC00010733,10,EGP,35-44,Branch,20240412,Standard,Active
10734,ACC00010734,3,EGP,25-34,Google Ads,20230611,Standard,Active
10735,ACC00010735,3,SAR,25-34,Paid Social,20240518,Premium,Active
10736,ACC00010736,5,SAR,25-34,Paid Social,20240121,Business,Active
10737,ACC00010737,1,EGP,25-34,Organic,20240127,Standard,Active
10738,ACC00010738,2,EGP,45-54,Branch,20240326,Business,Active
10739,ACC00010739,19,EGP,25-34,Referral,20231204,Standard,Dormant
10740,ACC00010740,1,EGP,55-64,Organic,20240425,Standard,Active
10741,ACC00010741,3,EGP,18-24,Paid Social,20240430,Standard,Active
10742,ACC00010742,6,EGP,55-64,Paid Social,20241107,Premium,Active
10743,ACC00010743,11,EGP,18-24,Google Ads,20241018,Standard,Active
10744,ACC00010744,6,EGP,25-34,Paid Social,20241211,Premium,Active
10745,ACC00010745,1,EGP,25-34,Organic,20241206,Standard,Active
10746,ACC00010746,2,EGP,35-44,Organic,20241013,Premium,Active
10747,ACC00010747,3,EGP,35-44,Branch,20240811,Premium,Active
10748,ACC00010748,3,EGP,18-24,Branch,20241016,Standard,Active
10749,ACC00010749,2,EGP,25-34,Google Ads,20240518,Standard,Active
10750,ACC00010750,2,EGP,55-64,Organic,20240405,Business,Active
10751,ACC00010751,16,EGP,45-54,Organic,20240921,Standard,Active
10752,ACC00010752,2,EGP,18-24,Google Ads,20240728,Standard,Active
10753,ACC00010753,4,EGP,25-34,Paid Social,20240517,Standard,Active
10754,ACC00010754,18,EGP,35-44,Referral,20240301,Standard,Active
10755,ACC00010755,7,EGP,45-54,Organic,20231231,Business,Dormant
10756,ACC00010756,16,USD,25-34,Organic,20230212,Standard,Dormant
10757,ACC00010757,17,EGP,25-34,Organic,20240113,Standard,Dormant
10758,ACC00010758,5,EGP,35-44,Organic,20240321,Standard,Active
10759,ACC00010759,3,EGP,45-54,Organic,20240720,Premium,Active
10760,ACC00010760,2,EGP,55-64,Organic,20240820,Premium,Active
10761,ACC00010761,1,EGP,25-34,Google Ads,20230914,Standard,Active
10762,ACC00010762,5,EGP,25-34,Partner,20240518,Business,Active
10763,ACC00010763,1,EGP,45-54,Partner,20241231,Standard,Active
10764,ACC00010764,1,EGP,25-34,Paid Social,20241203,Standard,Active
10765,ACC00010765,4,EGP,35-44,Partner,20240124,Standard,Suspended
10766,ACC00010766,8,EGP,18-24,Referral,20230813,Standard,Active
10767,ACC00010767,1,SAR,25-34,Paid Social,20240830,Premium,Active
10768,ACC00010768,13,EGP,45-54,Organic,20230119,Standard,Dormant
10769,ACC00010769,1,EGP,35-44,Organic,20240305,Standard,Active
10770,ACC00010770,3,EGP,45-54,Branch,20240427,Standard,Dormant
10771,ACC00010771,1,EGP,18-24,Paid Social,20230111,Premium,Active
10772,ACC00010772,6,EGP,35-44,Organic,20231202,Premium,Active
10773,ACC00010773,1,EGP,18-24,Paid Social,20230515,Standard,Dormant
10774,ACC00010774,7,EGP,45-54,Organic,20240115,Standard,Active
10775,ACC00010775,18,EGP,25-34,Branch,20231018,Standard,Suspended
10776,ACC00010776,2,EGP,35-44,Paid Social,20241125,Standard,Active
10777,ACC00010777,1,EGP,18-24,Paid Social,20240614,Premium,Active
10778,ACC00010778,12,EGP,45-54,Organic,20230225,Premium,Active
10779,ACC00010779,1,EGP,55-64,Paid Social,20231105,Standard,Active
10780,ACC00010780,10,EGP,45-54,Partner,20240329,Standard,Active
10781,ACC00010781,2,EGP,25-34,Organic,20230312,Premium,Active
10782,ACC00010782,13,EGP,18-24,Organic,20240803,Standard,Active
10783,ACC00010783,5,EGP,18-24,Organic,20231018,Standard,Closed
10784,ACC00010784,14,EGP,35-44,Branch,20240625,Business,Active
10785,ACC00010785,3,EGP,18-24,Branch,20241218,Standard,Active
10786,ACC00010786,8,EGP,18-24,Paid Social,20241008,Standard,Active
10787,ACC00010787,1,EGP,55-64,Organic,20241028,Standard,Active
10788,ACC00010788,1,EGP,25-34,Organic,20241128,Standard,Active
10789,ACC00010789,2,EGP,25-34,Organic,20241230,Business,Active
10790,ACC00010790,1,EGP,35-44,Organic,20240629,Business,Suspended
10791,ACC00010791,2,EGP,25-34,Organic,20240405,Standard,Active
10792,ACC00010792,2,EGP,35-44,Paid Social,20240326,Standard,Active
10793,ACC00010793,1,EGP,55-64,Referral,20241103,Standard,Active
10794,ACC00010794,18,EGP,25-34,Branch,20240901,Standard,Active
10795,ACC00010795,2,EGP,45-54,Organic,20240930,Standard,Active
10796,ACC00010796,1,EGP,25-34,Organic,20230304,Standard,Active
10797,ACC00010797,1,EGP,18-24,Organic,20230218,Standard,Active
10798,ACC00010798,3,EUR,25-34,Branch,20241112,Standard,Active
10799,ACC00010799,3,EGP,45-54,Organic,20230718,Business,Active
10800,ACC00010800,6,EGP,35-44,Organic,20240824,Standard,Active
10801,ACC00010801,1,EGP,18-24,Google Ads,20241101,Premium,Active
10802,ACC00010802,3,EGP,45-54,Influencer,20230626,Standard,Dormant
10803,ACC00010803,11,EGP,35-44,Paid Social,20240219,Premium,Active
10804,ACC00010804,1,EGP,35-44,Paid Social,20241019,Business,Active
10805,ACC00010805,4,EGP,25-34,Branch,20230329,Standard,Active
10806,ACC00010806,12,EGP,35-44,Referral,20240702,Standard,Active
10807,ACC00010807,4,EGP,18-24,Paid Social,20230406,Standard,Dormant
10808,ACC00010808,18,EGP,35-44,Referral,20230519,Standard,Dormant
10809,ACC00010809,4,EGP,18-24,Organic,20240508,Standard,Active
10810,ACC00010810,1,EGP,25-34,Organic,20241224,Business,Active
10811,ACC00010811,9,EGP,25-34,Referral,20230827,Standard,Suspended
10812,ACC00010812,1,EGP,35-44,Google Ads,20240619,Standard,Active
10813,ACC00010813,15,EGP,18-24,Organic,20230129,Standard,Active
10814,ACC00010814,2,EGP,65+,Paid Social,20241015,Standard,Active
10815,ACC00010815,1,EGP,25-34,Organic,20241021,Standard,Active
10816,ACC00010816,8,USD,45-54,Google Ads,20231207,Business,Active
10817,ACC00010817,1,EGP,18-24,Paid Social,20240810,Standard,Active
10818,ACC00010818,3,EGP,25-34,Paid Social,20241117,Premium,Active
10819,ACC00010819,2,EGP,25-34,Organic,20240603,Standard,Dormant
10820,ACC00010820,2,EGP,18-24,Paid Social,20241206,Premium,Active
10821,ACC00010821,1,EGP,25-34,Paid Social,20240422,Standard,Active
10822,ACC00010822,3,EGP,25-34,Paid Social,20241204,Premium,Active
10823,ACC00010823,17,EGP,45-54,Referral,20240208,Standard,Active
10824,ACC00010824,8,EGP,45-54,Organic,20241015,Standard,Active
10825,ACC00010825,7,EGP,45-54,Paid Social,20240720,Premium,Suspended
10826,ACC00010826,1,EGP,45-54,Branch,20230409,Standard,Active
10827,ACC00010827,3,EGP,45-54,Paid Social,20241009,Premium,Active
10828,ACC00010828,1,EGP,25-34,Organic,20240412,Premium,Active
10829,ACC00010829,4,EGP,18-24,Referral,20240821,Standard,Active
10830,ACC00010830,3,EGP,35-44,Organic,20230503,Standard,Active
10831,ACC00010831,1,USD,25-34,Organic,20240306,Business,Active
10832,ACC00010832,3,EGP,35-44,Influencer,20231105,Standard,Active
10833,ACC00010833,3,EGP,35-44,Paid Social,20230831,Standard,Active
10834,ACC00010834,3,EGP,65+,Google Ads,20240415,Standard,Active
10835,ACC00010835,1,EGP,18-24,Paid Social,20230807,Standard,Active
10836,ACC00010836,4,EGP,18-24,Organic,20240830,Standard,Active
10837,ACC00010837,6,EGP,35-44,Organic,20241015,Premium,Active
10838,ACC00010838,5,EGP,45-54,Paid Social,20230106,Premium,Dormant
10839,ACC00010839,4,EGP,18-24,Paid Social,20231104,Standard,Active
10840,ACC00010840,8,EGP,25-34,Organic,20240102,Standard,Active
10841,ACC00010841,2,EGP,65+,Referral,20231226,Standard,Active
10842,ACC00010842,2,EGP,25-34,Referral,20240523,Standard,Active
10843,ACC00010843,12,EGP,25-34,Organic,20240803,Standard,Active
10844,ACC00010844,1,EGP,45-54,Google Ads,20240522,Standard,Active
10845,ACC00010845,5,EGP,45-54,Referral,20240319,Standard,Active
10846,ACC00010846,1,EGP,55-64,Google Ads,20230610,Standard,Suspended
10847,ACC00010847,14,EGP,18-24,Google Ads,20230511,Standard,Suspended
10848,ACC00010848,3,EGP,18-24,Organic,20240821,Standard,Active
10849,ACC00010849,2,EGP,45-54,Organic,20230819,Standard,Dormant
10850,ACC00010850,2,EGP,45-54,Referral,20240605,Standard,Active
10851,ACC00010851,1,EGP,18-24,Organic,20241216,Standard,Active
10852,ACC00010852,3,EUR,35-44,Branch,20240909,Business,Active
10853,ACC00010853,2,EGP,35-44,Google Ads,20240921,Standard,Active
10854,ACC00010854,1,EGP,25-34,Organic,20230917,Standard,Dormant
10855,ACC00010855,2,EGP,25-34,Branch,20240119,Standard,Active
10856,ACC00010856,3,EGP,25-34,Branch,20230430,Standard,Closed
10857,ACC00010857,3,EGP,25-34,Referral,20240818,Business,Active
10858,ACC00010858,1,EGP,18-24,Google Ads,20231012,Standard,Active
10859,ACC00010859,1,EGP,45-54,Google Ads,20241015,Standard,Active
10860,ACC00010860,1,EGP,35-44,Google Ads,20240705,Standard,Active
10861,ACC00010861,2,EGP,35-44,Influencer,20241115,Premium,Active
10862,ACC00010862,1,EGP,25-34,Organic,20230824,Standard,Active
10863,ACC00010863,3,EGP,25-34,Organic,20240904,Business,Closed
10864,ACC00010864,16,EGP,45-54,Branch,20230627,Standard,Dormant
10865,ACC00010865,3,EGP,35-44,Referral,20230325,Standard,Active
10866,ACC00010866,2,EGP,35-44,Referral,20240808,Standard,Active
10867,ACC00010867,3,EGP,55-64,Branch,20230812,Standard,Active
10868,ACC00010868,7,EGP,18-24,Branch,20230705,Standard,Closed
10869,ACC00010869,19,EGP,35-44,Organic,20231206,Standard,Active
10870,ACC00010870,8,EGP,25-34,Partner,20230925,Standard,Active
10871,ACC00010871,3,EGP,25-34,Branch,20230821,Standard,Active
10872,ACC00010872,1,EGP,45-54,Organic,20241107,Standard,Active
10873,ACC00010873,2,EGP,35-44,Paid Social,20230811,Standard,Dormant
10874,ACC00010874,2,EGP,35-44,Organic,20231120,Standard,Active
10875,ACC00010875,12,EGP,18-24,Organic,20240804,Standard,Closed
10876,ACC00010876,1,EGP,65+,Google Ads,20231027,Standard,Active
10877,ACC00010877,1,EGP,25-34,Organic,20240405,Standard,Active
10878,ACC00010878,8,EGP,55-64,Partner,20240529,Business,Active
10879,ACC00010879,2,EGP,65+,Partner,20231231,Standard,Active
10880,ACC00010880,11,EGP,55-64,Referral,20240704,Business,Active
10881,ACC00010881,3,EGP,18-24,Paid Social,20240310,Standard,Active
10882,ACC00010882,8,EGP,25-34,Paid Social,20240628,Premium,Suspended
10883,ACC00010883,12,EGP,25-34,Referral,20241012,Standard,Active
10884,ACC00010884,4,EGP,25-34,Referral,20230301,Standard,Active
10885,ACC00010885,2,EGP,35-44,Branch,20241014,Standard,Active
10886,ACC00010886,10,EGP,45-54,Google Ads,20240127,Premium,Active
10887,ACC00010887,2,EGP,35-44,Google Ads,20240505,Standard,Active
10888,ACC00010888,18,EGP,45-54,Partner,20230911,Business,Active
10889,ACC00010889,2,EGP,25-34,Branch,20240806,Premium,Active
10890,ACC00010890,1,USD,55-64,Referral,20231230,Business,Closed
10891,ACC00010891,3,EGP,18-24,Paid Social,20241002,Standard,Active
10892,ACC00010892,9,EGP,18-24,Organic,20240925,Standard,Active
10893,ACC00010893,7,EGP,35-44,Organic,20230908,Standard,Active
10894,ACC00010894,11,EGP,25-34,Google Ads,20240805,Standard,Dormant
10895,ACC00010895,6,EGP,45-54,Paid Social,20240414,Standard,Active
10896,ACC00010896,3,EGP,45-54,Organic,20241011,Standard,Active
10897,ACC00010897,2,EGP,35-44,Branch,20240924,Standard,Active
10898,ACC00010898,18,EGP,35-44,Paid Social,20230511,Premium,Closed
10899,ACC00010899,1,EGP,45-54,Google Ads,20240913,Standard,Active
10900,ACC00010900,1,EGP,35-44,Organic,20231022,Premium,Active
10901,ACC00010901,8,EGP,25-34,Branch,20240322,Standard,Active
10902,ACC00010902,2,EGP,35-44,Organic,20230222,Standard,Active
10903,ACC00010903,1,EGP,18-24,Google Ads,20230609,Premium,Closed
10904,ACC00010904,5,EGP,35-44,Organic,20240713,Standard,Active
10905,ACC00010905,4,EGP,18-24,Referral,20230820,Standard,Dormant
10906,ACC00010906,1,EGP,65+,Organic,20230705,Premium,Active
10907,ACC00010907,1,EGP,18-24,Referral,20240603,Standard,Dormant
10908,ACC00010908,1,EGP,18-24,Influencer,20240117,Standard,Active
10909,ACC00010909,2,EGP,18-24,Paid Social,20240121,Standard,Active
10910,ACC00010910,1,EGP,35-44,Referral,20240604,Standard,Active
10911,ACC00010911,15,EGP,55-64,Referral,20230225,Standard,Active
10912,ACC00010912,4,EGP,18-24,Organic,20240806,Standard,Dormant
10913,ACC00010913,2,EGP,18-24,Paid Social,20240627,Standard,Active
10914,ACC00010914,2,EGP,45-54,Referral,20241031,Business,Active
10915,ACC00010915,13,EGP,35-44,Paid Social,20230115,Standard,Suspended
10916,ACC00010916,1,EGP,18-24,Google Ads,20240220,Standard,Active
10917,ACC00010917,9,EGP,25-34,Organic,20231221,Standard,Active
10918,ACC00010918,1,EGP,25-34,Organic,20240708,Premium,Active
10919,ACC00010919,5,EGP,35-44,Referral,20230522,Premium,Active
10920,ACC00010920,16,EGP,18-24,Branch,20241121,Standard,Active
10921,ACC00010921,1,EGP,55-64,Paid Social,20231129,Standard,Active
10922,ACC00010922,16,EGP,18-24,Referral,20240321,Standard,Active
10923,ACC00010923,9,EGP,45-54,Branch,20230820,Premium,Active
10924,ACC00010924,1,EGP,35-44,Google Ads,20230207,Premium,Active
10925,ACC00010925,19,EGP,25-34,Referral,20241001,Standard,Active
10926,ACC00010926,1,EGP,55-64,Paid Social,20240315,Standard,Active
10927,ACC00010927,9,EGP,25-34,Referral,20240527,Standard,Active
10928,ACC00010928,8,EGP,35-44,Influencer,20240229,Premium,Active
10929,ACC00010929,3,EGP,25-34,Influencer,20240205,Premium,Active
10930,ACC00010930,10,EGP,25-34,Influencer,20241014,Premium,Active
10931,ACC00010931,1,EGP,25-34,Influencer,20231017,Standard,Dormant
10932,ACC00010932,3,EGP,35-44,Organic,20240118,Standard,Suspended
10933,ACC00010933,2,EGP,35-44,Organic,20231223,Standard,Suspended
